R1,R2,Rhythm,CTest1,CTest2,CScore,VJump1,VJump2,VJumpScore,30m,30mScore,PH1,PH2,PH3,PH4,PH5,PHTotal,PHA,PHB,PHV,PHF,Reac1,Reac2,Reac3,Reac4,RTotal,RA,RB,RV,RF,S1,S2,S3,S4,STotal,SA,SB,SV,SF,PS1,PS2,PS3,PS4,PSTotal,PSA,PSB,PSV,PSF,Branch
5,6,11,32.094,31.473,27.51727045,27.774395,35.61297,5.029411316,4.204,13.79052222,2,3,4,3,4,64,26.24,25.6,24.32,22.4,4,4,3,4,75,22.5,21,24,22.5,4,5,2,4,75,8.25,15.75,10.5,15.75,4,3,3,2,60,10.8,6.6,9.6,8.4,C2
8,7,15,32.041,32.89,27.44714946,40.772587,37.206905,4.991955161,4.268,12.80912697,3,5,2,4,5,76,31.16,30.4,28.88,26.6,1,5,2,2,50,15,14,16,15,2,4,3,1,50,5.5,10.5,7,10.5,3,4,5,3,75,13.5,8.25,12,10.5,C4
5,5,10,32.545,31.515,27.38266379,23.84009,35.61297,5.029411316,4.546,9.526183605,4,4,1,1,4,56,22.96,22.4,21.28,19.6,4,1,3,4,60,18,16.8,19.2,18,5,3,5,3,80,8.8,16.8,11.2,16.8,3,5,4,2,70,12.6,7.7,11.2,9.8,C1
6,6,12,33.170998,27.902,27.33640641,31.14,38.44207,3.430558443,4.204,8.601190746,1,1,2,3,2,36,14.76,14.4,13.68,12.6,4,5,5,3,85,25.5,23.8,27.2,25.5,1,2,4,5,60,6.6,12.6,8.4,12.6,3,4,5,1,65,11.7,7.15,10.4,9.1,C5
8,7,15,62.954,-1,27.32787162,32.891994,32.891994,2.674356401,5.035,5.134531707,4,1,2,1,4,48,19.68,19.2,18.24,16.8,3,3,1,5,60,18,16.8,19.2,18,5,2,3,3,65,7.15,13.65,9.1,13.65,3,1,2,1,35,6.3,3.85,5.6,4.9,C2
5,5,10,31.596,27.906,27.31962919,50.839634,48.65324,7.417421937,3.904,13.06547463,2,2,1,4,2,44,18.04,17.6,16.72,15.4,1,2,2,3,40,12,11.2,12.8,12,1,3,3,4,55,6.05,11.55,7.7,11.55,2,2,3,3,50,9,5.5,8,7,C4
8,7,15,76.775,-1,27.31551468,35.61297,34.693966,6.424825191,5.077,9.894814789,1,5,2,4,1,52,21.32,20.8,19.76,18.2,4,3,5,1,65,19.5,18.2,20.8,19.5,4,1,3,2,50,5.5,10.5,7,10.5,3,1,2,3,45,8.1,4.95,7.2,6.3,C3
5.5,6,11.5,63.001,-1,27.28631079,29.432209,35.61297,3.478259742,4.614,9.854263365,1,5,3,3,3,60,24.6,24,22.8,21,1,3,3,4,55,16.5,15.4,17.6,16.5,4,3,3,5,75,8.25,15.75,10.5,15.75,3,1,3,4,55,9.9,6.05,8.8,7.7,C4
6,4,10,29.96,27.92,27.26090223,41.379276,36.54399,4.375118315,4.22,8.363098204,4,4,2,1,3,56,22.96,22.4,21.28,19.6,1,1,2,4,40,12,11.2,12.8,12,5,2,3,1,55,6.05,11.55,7.7,11.55,2,4,4,3,65,11.7,7.15,10.4,9.1,C4
7,5,12,35.901,27.94,27.17700809,32.891994,40.3882,4.056403041,3.915,12.90178567,4,1,4,1,2,48,19.68,19.2,18.24,16.8,2,2,2,4,50,15,14,16,15,1,2,5,5,65,7.15,13.65,9.1,13.65,2,2,4,4,60,10.8,6.6,9.6,8.4,C5
6,4,10,31.13,27.94,27.17700809,38.44207,21.623661,3.430558443,4.075,10.52083611,4,3,3,2,1,52,21.32,20.8,19.76,18.2,1,5,5,2,65,19.5,18.2,20.8,19.5,5,1,4,2,60,6.6,12.6,8.4,12.6,2,4,4,3,65,11.7,7.15,10.4,9.1,C1
8,5,13,28.993,28.528,27.07258165,40.63526,39.451256,3.584445119,4.268,7.526736259,2,2,1,2,1,32,13.12,12.8,12.16,11.2,4,2,1,5,60,18,16.8,19.2,18,1,3,2,1,35,3.85,7.35,4.9,7.35,4,1,1,5,55,9.9,6.05,8.8,7.7,C5
8,2,10,32.456,28.529,27.06739962,43.12426,40.97814,4.361002743,3.994,11.18984073,2,4,3,2,3,56,22.96,22.4,21.28,19.6,1,5,1,3,50,15,14,16,15,5,3,2,1,55,6.05,11.55,7.7,11.55,4,2,2,3,55,9.9,6.05,8.8,7.7,C4
8,7,15,77.095,-1,27.05964804,26.963509,27.774395,2.824828029,5.205,8.452292383,3,1,3,1,3,44,18.04,17.6,16.72,15.4,3,4,3,2,60,18,16.8,19.2,18,5,5,4,3,85,9.35,17.85,11.9,17.85,5,1,1,5,60,10.8,6.6,9.6,8.4,C2
5.5,5,10.5,63.273,-1,27.04580247,38.44207,-2,4.314108789,4.578,10.2578482,4,4,2,1,1,48,19.68,19.2,18.24,16.8,5,3,3,2,65,19.5,18.2,20.8,19.5,4,2,3,1,50,5.5,10.5,7,10.5,3,1,1,1,30,5.4,3.3,4.8,4.2,C3
2.5,4,6.5,63.285,-1,27.03519166,39.409122,45.463757,6.38864398,4.28,13.59865487,3,5,4,2,1,60,24.6,24,22.8,21,3,4,2,5,70,21,19.6,22.4,21,4,3,3,3,65,7.15,13.65,9.1,13.65,1,2,1,1,25,4.5,2.75,4,3.5,C2
7,8,15,31.853,31.627,27.0237118,34.693966,32.891994,4.729412198,4.846,5.785532892,4,4,1,4,2,60,24.6,24,22.8,21,5,2,1,3,55,16.5,15.4,17.6,16.5,4,3,4,3,70,7.7,14.7,9.8,14.7,1,5,3,1,50,9,5.5,8,7,C4
8,7,15,29.367,28.539,27.0155552,48.266644,53.34609,7.550173402,4.058,10.3342241,2,1,4,2,1,40,16.4,16,15.2,14,5,1,1,1,40,12,11.2,12.8,12,4,3,2,2,55,6.05,11.55,7.7,11.55,5,5,3,1,70,12.6,7.7,11.2,9.8,C4
7,7,14,64.875,-1,27,38.624058,37.792828,5.5,5.005,4,2,2,4,1,1,40,16.4,16,15.2,14,3,1,1,4,45,13.5,12.6,14.4,13.5,3,5,4,1,65,7.15,13.65,9.1,13.65,2,1,1,5,45,8.1,4.95,7.2,6.3,C4
7.5,7,14.5,74.556,-1,27,-2,36.925278,8,4.858,11.5,3,4,2,1,1,44,18.04,17.6,16.72,15.4,1,5,1,1,40,12,11.2,12.8,12,2,3,2,2,45,4.95,9.45,6.3,9.45,3,4,3,4,70,12.6,7.7,11.2,9.8,C4
8,7,15,64.304,-1,27,40.104015,-2,6,5.094,3,1,2,3,3,3,48,19.68,19.2,18.24,16.8,2,4,3,1,50,15,14,16,15,4,5,3,5,85,9.35,17.85,11.9,17.85,2,3,3,1,45,8.1,4.95,7.2,6.3,C4
6.5,5,11.5,64.48,-1,27,45.970554,52.18141,9,5.098,3,1,3,5,1,2,48,19.68,19.2,18.24,16.8,3,4,2,4,65,19.5,18.2,20.8,19.5,2,2,2,2,40,4.4,8.4,5.6,8.4,3,5,2,2,60,10.8,6.6,9.6,8.4,C3
7,6,13,64.417,-1,27,-2,47.645145,7.5,4.745,7.5,4,5,1,1,2,52,21.32,20.8,19.76,18.2,5,2,1,5,65,19.5,18.2,20.8,19.5,4,5,4,1,70,7.7,14.7,9.8,14.7,3,2,4,2,55,9.9,6.05,8.8,7.7,C2
6.5,5,11.5,64.48,-1,27,45.970554,52.18141,9,5.098,3,2,3,4,1,4,56,22.96,22.4,21.28,19.6,1,5,5,1,60,18,16.8,19.2,18,4,1,1,3,45,4.95,9.45,6.3,9.45,2,4,2,1,45,8.1,4.95,7.2,6.3,C3
8,7,15,74.23,-1,27,26.225607,28.718325,6,5.546,3,1,3,4,2,5,60,24.6,24,22.8,21,4,4,2,4,70,21,19.6,22.4,21,2,2,5,3,60,6.6,12.6,8.4,12.6,5,5,5,1,80,14.4,8.8,12.8,11.2,C1
7,6,13,74.632,-1,27,38.029377,33.438423,8.5,5.048,9,2,3,5,5,1,64,26.24,25.6,24.32,22.4,4,1,4,1,50,15,14,16,15,5,2,5,1,65,7.15,13.65,9.1,13.65,2,3,5,2,60,10.8,6.6,9.6,8.4,C4
8,7,15,64.986,-1,27,39.108467,38.968037,5.5,4.651,8.5,4,3,3,4,2,64,26.24,25.6,24.32,22.4,5,3,4,2,70,21,19.6,22.4,21,2,3,2,1,40,4.4,8.4,5.6,8.4,2,2,1,1,30,5.4,3.3,4.8,4.2,C3
6,4,10,64.831,-1,27,55.03742,56.66943,10,4.861,6,2,3,4,3,5,68,27.88,27.2,25.84,23.8,1,2,2,3,40,12,11.2,12.8,12,1,3,2,4,50,5.5,10.5,7,10.5,3,2,2,4,55,9.9,6.05,8.8,7.7,C4
8,6.5,14.5,74.748,-1,27,44.775684,42.928753,10,5.915,1,4,2,4,4,3,68,27.88,27.2,25.84,23.8,4,2,1,3,50,15,14,16,15,5,2,3,3,65,7.15,13.65,9.1,13.65,2,5,2,4,65,11.7,7.15,10.4,9.1,C5
6.5,6,12.5,64.961,-1,27,42.039978,37.479836,6.5,4.533,10,5,3,3,5,3,76,31.16,30.4,28.88,26.6,1,4,1,5,55,16.5,15.4,17.6,16.5,5,1,3,5,70,7.7,14.7,9.8,14.7,5,1,4,5,75,13.5,8.25,12,10.5,C4
6.5,5,11.5,64.48,-1,27,45.970554,52.18141,9,5.098,3,5,1,4,4,5,76,31.16,30.4,28.88,26.6,2,5,4,1,60,18,16.8,19.2,18,2,4,5,3,70,7.7,14.7,9.8,14.7,4,2,2,2,50,9,5.5,8,7,C2
5,4,9,29.655,27.826,26.93197489,43.397495,39.409122,5.635790825,4.06,11.91489369,4,1,4,5,5,76,31.16,30.4,28.88,26.6,1,3,3,1,40,12,11.2,12.8,12,4,4,4,4,80,8.8,16.8,11.2,16.8,3,4,5,2,70,12.6,7.7,11.2,9.8,C4
5,5,10,32.46,28.564,26.88594818,35.948616,40.502403,3.542993665,4.059,10.32085598,2,4,2,3,2,52,21.32,20.8,19.76,18.2,3,4,4,2,65,19.5,18.2,20.8,19.5,3,3,2,3,55,6.05,11.55,7.7,11.55,2,1,3,5,55,9.9,6.05,8.8,7.7,C3
8,7,15,77.329,-1,26.8725425,32.009026,33.786972,5.586205125,5.25,7.945153713,4,1,1,1,2,36,14.76,14.4,13.68,12.6,1,4,3,3,55,16.5,15.4,17.6,16.5,2,3,4,1,50,5.5,10.5,7,10.5,2,5,5,2,70,12.6,7.7,11.2,9.8,C5
8,7,15,77.329,-1,26.8725425,32.009026,33.786972,5.586205125,5.25,7.945153713,3,5,4,4,1,68,27.88,27.2,25.84,23.8,2,1,1,3,35,10.5,9.8,11.2,10.5,4,5,4,5,90,9.9,18.9,12.6,18.9,1,5,2,4,60,10.8,6.6,9.6,8.4,C4
8,7,15,30.318,28.568,26.86520129,37.63087,36.8028,2.647086978,4.107,9.679146409,3,3,1,4,2,52,21.32,20.8,19.76,18.2,3,2,3,5,65,19.5,18.2,20.8,19.5,1,2,4,5,60,6.6,12.6,8.4,12.6,5,2,1,2,50,9,5.5,8,7,C2
6.5,6.5,13,63.507,-1,26.83889419,34.693966,44.424614,6.081632376,4.615,9.84305352,2,2,3,4,3,56,22.96,22.4,21.28,19.6,4,3,5,4,80,24,22.4,25.6,24,4,4,1,3,60,6.6,12.6,8.4,12.6,3,1,3,1,40,7.2,4.4,6.4,5.6,C2
7,3,10,28.022,28.161,26.83305502,23.84009,42.38238,4.697701335,4.156,9.315473735,2,5,4,4,1,64,26.24,25.6,24.32,22.4,2,4,1,4,55,16.5,15.4,17.6,16.5,3,5,4,1,65,7.15,13.65,9.1,13.65,1,1,2,4,40,7.2,4.4,6.4,5.6,C4
4,7,11,29.79,28.59,26.75115108,45.49,45.348,5.099104643,4.01,10.97593367,3,1,4,1,3,48,19.68,19.2,18.24,16.8,1,2,2,4,45,13.5,12.6,14.4,13.5,2,2,4,3,55,6.05,11.55,7.7,11.55,1,3,2,3,45,8.1,4.95,7.2,6.3,C4
8,7,15,29.044,28.593,26.73559695,36.36524,37.4469,2.589688599,4.169,8.850265145,3,4,3,5,1,64,26.24,25.6,24.32,22.4,1,4,2,4,55,16.5,15.4,17.6,16.5,3,5,5,3,80,8.8,16.8,11.2,16.8,3,1,2,4,50,9,5.5,8,7,C4
7,5,12,28.837,28.067,26.64429456,44.424614,32.009026,5.354451537,3.931,12.66368955,5,4,5,1,1,64,26.24,25.6,24.32,22.4,5,1,4,4,70,21,19.6,22.4,21,4,2,2,1,45,4.95,9.45,6.3,9.45,5,1,2,5,65,11.7,7.15,10.4,9.1,C3
6,7,13,28.56,28.07,26.63170964,36.54399,41.379276,4.375118315,4.011,11.47321165,2,1,5,1,2,44,18.04,17.6,16.72,15.4,3,4,5,3,75,22.5,21,24,22.5,3,1,1,1,30,3.3,6.3,4.2,6.3,1,1,1,3,30,5.4,3.3,4.8,4.2,C3
3,4,7,31.563,28.088,26.55620813,38.44207,25.377773,3.430558443,3.883,13.37797701,4,5,3,4,2,72,29.52,28.8,27.36,25.2,4,2,2,3,55,16.5,15.4,17.6,16.5,1,2,3,2,40,4.4,8.4,5.6,8.4,1,2,4,4,55,9.9,6.05,8.8,7.7,C4
6,4.5,10.5,63.895,-1,26.49581283,38.44207,40.3882,4.889086187,4.718,8.688342869,5,1,3,5,3,68,27.88,27.2,25.84,23.8,3,2,5,5,75,22.5,21,24,22.5,4,1,1,4,50,5.5,10.5,7,10.5,2,3,3,3,55,9.9,6.05,8.8,7.7,C3
2,6,8,32.011,28.644,26.47120088,49.844185,40.367657,6.457592845,3.978,11.40374511,3,4,2,4,1,56,22.96,22.4,21.28,19.6,4,2,3,1,50,15,14,16,15,5,5,5,3,90,9.9,18.9,12.6,18.9,1,2,4,5,60,10.8,6.6,9.6,8.4,C4
8,7,15,63.978,-1,26.42242223,23.089266,25.377773,0.454303697,4.756,8.262332976,5,3,5,2,5,80,32.8,32,30.4,28,5,4,4,5,90,27,25.2,28.8,27,5,4,2,4,75,8.25,15.75,10.5,15.75,2,2,3,2,45,8.1,4.95,7.2,6.3,C2
6,4,10,32.804,28.135,26.35905772,38.44207,42.38238,4.697701335,4.043,10.9970203,3,4,3,1,5,64,26.24,25.6,24.32,22.4,3,4,1,4,60,18,16.8,19.2,18,2,5,2,3,60,6.6,12.6,8.4,12.6,4,5,1,4,70,12.6,7.7,11.2,9.8,C1
8,7,15,78.087,-1,26.26645982,31.138077,23.089266,4.36965555,4.843,12.53193229,1,4,1,2,3,44,18.04,17.6,16.72,15.4,2,5,4,1,60,18,16.8,19.2,18,3,1,3,3,50,5.5,10.5,7,10.5,1,2,4,3,50,9,5.5,8,7,C3
5.5,7,12.5,78.131,-1,26.23127729,23.84009,30.279137,3.975172937,5.011,10.63861638,2,3,2,2,1,40,16.4,16,15.2,14,3,1,3,3,50,15,14,16,15,5,5,3,3,80,8.8,16.8,11.2,16.8,1,4,1,2,40,7.2,4.4,6.4,5.6,C4
8,7,15,64.272,-1,26.16245717,43.397495,51.950855,8.305236697,4.375,12.5336346,5,4,1,4,4,72,29.52,28.8,27.36,25.2,3,1,3,4,55,16.5,15.4,17.6,16.5,2,4,4,4,70,7.7,14.7,9.8,14.7,2,2,2,1,35,6.3,3.85,5.6,4.9,C5
7,6.5,13.5,64.276,-1,26.1589247,-2,38.44,4.313496649,4.675,9.170402884,2,1,4,4,2,52,21.32,20.8,19.76,18.2,4,2,2,1,45,13.5,12.6,14.4,13.5,3,3,3,2,55,6.05,11.55,7.7,11.55,2,1,5,5,65,11.7,7.15,10.4,9.1,C4
7,8,15,32.685,31.901,26.14557266,28.597296,34.693966,4.729412198,4.397,11.38404071,4,3,3,5,1,64,26.24,25.6,24.32,22.4,5,3,4,1,65,19.5,18.2,20.8,19.5,1,2,4,3,50,5.5,10.5,7,10.5,3,5,1,1,50,9,5.5,8,7,C3
8,7,15,64.38,-1,26.06696784,43.397495,34.693966,5.778173208,4.559,10.47085315,5,3,1,5,5,76,31.16,30.4,28.88,26.6,3,5,1,2,55,16.5,15.4,17.6,16.5,4,1,2,2,45,4.95,9.45,6.3,9.45,2,5,4,5,80,14.4,8.8,12.8,11.2,C4
5,7,12,34.69,28.73,26.02534801,47.2,47.717,5.793919563,4.04,10.57486743,1,4,2,3,2,48,19.68,19.2,18.24,16.8,1,1,4,1,35,10.5,9.8,11.2,10.5,4,1,2,3,50,5.5,10.5,7,10.5,3,3,2,4,60,10.8,6.6,9.6,8.4,C4
8,6,14,65.586,-1,26,43.374447,46.250237,7.5,4.489,10.5,4,2,4,2,1,52,21.32,20.8,19.76,18.2,5,5,1,5,80,24,22.4,25.6,24,1,1,4,2,40,4.4,8.4,5.6,8.4,4,5,1,2,60,10.8,6.6,9.6,8.4,C3
7.5,6.5,14,75.281,-1,26,29.87704,32.831196,7,5.307,6,2,5,3,4,2,64,26.24,25.6,24.32,22.4,3,5,1,4,65,19.5,18.2,20.8,19.5,3,5,3,2,65,7.15,13.65,9.1,13.65,1,3,3,4,55,9.9,6.05,8.8,7.7,C2
7.5,6.5,14,65.04,-1,26,40.571068,42.26,6.5,4.649,8.5,5,2,1,4,4,64,26.24,25.6,24.32,22.4,4,3,4,5,80,24,22.4,25.6,24,2,3,4,2,55,6.05,11.55,7.7,11.55,5,1,4,1,55,9.9,6.05,8.8,7.7,C3
8,7,15,64.506,-1,25.95555425,36.54399,15.623096,3.753327429,4.71,8.778027892,3,5,2,5,2,68,27.88,27.2,25.84,23.8,2,3,1,2,40,12,11.2,12.8,12,5,3,4,2,70,7.7,14.7,9.8,14.7,5,3,5,2,75,13.5,8.25,12,10.5,C4
6,6,12,64.64,-1,25.83706766,43.397495,41.379276,5.778173208,4.868,7.006727457,1,3,2,3,5,56,22.96,22.4,21.28,19.6,5,1,1,4,55,16.5,15.4,17.6,16.5,1,3,4,4,60,6.6,12.6,8.4,12.6,2,5,1,3,55,9.9,6.05,8.8,7.7,C4
7,8,15,27.76,30.14,25.72012603,42.89,52.23,9.258648157,3.9,11.47058755,2,5,2,5,1,60,24.6,24,22.8,21,3,1,5,3,60,18,16.8,19.2,18,1,4,1,5,55,6.05,11.55,7.7,11.55,1,2,2,4,45,8.1,4.95,7.2,6.3,C3
7,2,9,28.79,28.837,25.71427882,46.55901,45.290127,5.432631373,4.059,10.32085598,2,4,2,2,2,48,19.68,19.2,18.24,16.8,2,4,4,5,75,22.5,21,24,22.5,1,4,4,1,50,5.5,10.5,7,10.5,5,4,4,3,80,14.4,8.8,12.8,11.2,C3
8,7,15,27.762,27.848,25.70376724,45.28,48.26,7.078526616,4.03,9.176469147,4,1,3,4,5,68,27.88,27.2,25.84,23.8,3,1,3,5,60,18,16.8,19.2,18,1,3,5,3,60,6.6,12.6,8.4,12.6,1,5,3,5,70,12.6,7.7,11.2,9.8,C1
6.5,7,13.5,64.873,-1,25.63104182,28.597296,37.48702,4.031941891,4.757,8.25112313,5,3,2,5,5,80,32.8,32,30.4,28,5,4,5,2,80,24,22.4,25.6,24,4,2,2,3,55,6.05,11.55,7.7,11.55,5,3,4,5,85,15.3,9.35,13.6,11.9,C3
7.5,6,13.5,64.893,-1,25.61335802,38.44207,31.138077,4.314108789,4.774,8.060537875,2,1,1,3,5,48,19.68,19.2,18.24,16.8,1,3,5,4,65,19.5,18.2,20.8,19.5,1,1,3,3,40,4.4,8.4,5.6,8.4,5,1,2,4,60,10.8,6.6,9.6,8.4,C3
6.5,6.5,13,78.907,-1,25.61079651,23.089266,26.963509,2.45241493,5.061,10.07513344,5,2,4,2,5,72,29.52,28.8,27.36,25.2,1,3,2,4,50,15,14,16,15,1,5,3,4,65,7.15,13.65,9.1,13.65,2,5,2,4,65,11.7,7.15,10.4,9.1,C4
7,8,15,31.852,29.478,25.60022056,39.409122,37.48702,7.649210095,4.524,11.25687718,3,2,1,4,1,44,18.04,17.6,16.72,15.4,4,3,1,1,45,13.5,12.6,14.4,13.5,2,4,4,1,55,6.05,11.55,7.7,11.55,4,3,2,1,50,9,5.5,8,7,C4
8,7,15,64.923,-1,25.58683366,-2,30.279137,1.902395934,4.68,9.114353657,5,2,1,4,1,52,21.32,20.8,19.76,18.2,5,5,5,1,80,24,22.4,25.6,24,4,2,5,3,70,7.7,14.7,9.8,14.7,3,3,4,5,75,13.5,8.25,12,10.5,C1
8,7,15,35.399,32.623,25.58295786,29.022552,29.75637,1.441557407,4.637,8.215766251,2,2,2,5,2,52,21.32,20.8,19.76,18.2,5,5,2,5,85,25.5,23.8,27.2,25.5,4,2,4,5,75,8.25,15.75,10.5,15.75,4,5,3,1,65,11.7,7.15,10.4,9.1,C1
6.5,6,12.5,65.09,-1,25.43916732,37.48702,39.409122,4.59982127,4.695,8.946188092,4,3,4,5,3,76,31.16,30.4,28.88,26.6,4,2,1,2,45,13.5,12.6,14.4,13.5,3,2,4,5,70,7.7,14.7,9.8,14.7,3,1,4,5,65,11.7,7.15,10.4,9.1,C5
7,7,14,32.157,32.524,25.32511175,36.54399,33.786972,5.333333611,4.83,5.985037386,5,5,2,2,2,64,26.24,25.6,24.32,22.4,2,2,1,4,45,13.5,12.6,14.4,13.5,4,1,4,2,55,6.05,11.55,7.7,11.55,2,2,2,2,40,7.2,4.4,6.4,5.6,C4
6.5,6,12.5,65.277,-1,25.2738145,37.48702,40.3882,4.889086187,4.675,9.170402884,4,4,1,1,4,56,22.96,22.4,21.28,19.6,1,1,1,1,20,6,5.6,6.4,6,1,4,3,5,65,7.15,13.65,9.1,13.65,4,4,5,1,70,12.6,7.7,11.2,9.8,C4
7,4,11,29.905,28.88,25.24770051,47.028732,42.855953,5.579183102,3.899,12.45989531,5,5,1,4,1,64,26.24,25.6,24.32,22.4,5,4,2,1,60,18,16.8,19.2,18,1,1,5,4,55,6.05,11.55,7.7,11.55,5,1,5,1,60,10.8,6.6,9.6,8.4,C3
7.5,7,14.5,79.515,-1,25.12464613,30.279137,26.164635,3.975172937,5.27,7.719759643,5,2,2,3,2,56,22.96,22.4,21.28,19.6,1,5,1,2,45,13.5,12.6,14.4,13.5,2,4,1,5,60,6.6,12.6,8.4,12.6,2,2,2,3,45,8.1,4.95,7.2,6.3,C4
5,4,9,32.203,28.436,25.09646952,38.44,48.65,6.713270545,4.07,10.59523523,4,5,3,1,2,60,24.6,24,22.8,21,4,4,5,5,90,27,25.2,28.8,27,1,3,1,2,35,3.85,7.35,4.9,7.35,3,4,2,5,70,12.6,7.7,11.2,9.8,C3
5.5,5,10.5,66.03,-1,25,42.98681,45.360634,7,4.503,10.5,4,1,2,3,2,48,19.68,19.2,18.24,16.8,2,4,4,5,75,22.5,21,24,22.5,5,3,5,3,80,8.8,16.8,11.2,16.8,5,1,4,4,70,12.6,7.7,11.2,9.8,C1
7,6.5,13.5,66.992,-1,25,47.732605,42.940075,7.5,4.552,9.5,3,3,1,4,3,56,22.96,22.4,21.28,19.6,1,4,4,2,55,16.5,15.4,17.6,16.5,5,1,2,1,45,4.95,9.45,6.3,9.45,3,4,1,2,50,9,5.5,8,7,C4
8,6.5,14.5,66.775,-1,25,38.282562,38.6509,5.5,4.825,6.5,5,5,1,1,4,64,26.24,25.6,24.32,22.4,5,5,3,1,70,21,19.6,22.4,21,5,4,2,5,80,8.8,16.8,11.2,16.8,3,3,3,3,60,10.8,6.6,9.6,8.4,C2
8,6.5,14.5,65.599,-1,24.98909533,36.54399,38.44207,4.314108789,4.456,11.6255638,1,3,5,4,2,60,24.6,24,22.8,21,5,1,4,4,70,21,19.6,22.4,21,3,4,2,3,60,6.6,12.6,8.4,12.6,3,2,2,1,40,7.2,4.4,6.4,5.6,C2
7,7,14,33.379,28.469,24.95805144,38.44207,44.424614,5.354451537,4.364,6.220240742,1,3,5,3,2,56,22.96,22.4,21.28,19.6,3,1,3,1,40,12,11.2,12.8,12,3,5,5,2,75,8.25,15.75,10.5,15.75,2,4,2,2,50,9,5.5,8,7,C4
7.5,6.5,14,65.66,-1,24.93515342,32.009026,38.44207,4.314108789,4.498,11.15470916,4,3,4,5,2,72,29.52,28.8,27.36,25.2,1,4,4,1,50,15,14,16,15,4,4,5,5,90,9.9,18.9,12.6,18.9,1,5,5,1,60,10.8,6.6,9.6,8.4,C4
6.5,6,12.5,65.715,-1,24.88652766,45.463757,44.424614,6.38864398,4.707,8.811662793,1,3,3,4,4,60,24.6,24,22.8,21,3,3,3,4,65,19.5,18.2,20.8,19.5,5,2,2,3,60,6.6,12.6,8.4,12.6,1,2,4,5,60,10.8,6.6,9.6,8.4,C2
6.5,7,13.5,65.77,-1,24.83789384,-2,34.693966,3.2067433,4.647,9.484308064,2,1,4,2,4,52,21.32,20.8,19.76,18.2,4,3,3,1,55,16.5,15.4,17.6,16.5,3,5,4,1,65,7.15,13.65,9.1,13.65,4,4,1,3,60,10.8,6.6,9.6,8.4,C4
7.5,6,13.5,66.035,-1,24.60356802,35.61297,42.38238,5.478261113,4.806,7.701792419,5,4,3,1,3,64,26.24,25.6,24.32,22.4,1,1,5,3,50,15,14,16,15,3,1,5,1,50,5.5,10.5,7,10.5,3,2,3,2,50,9,5.5,8,7,C4
7,8,15,34.991,32.447,24.3956995,26.164635,21.623661,1.945099384,4.589,8.990020752,2,5,4,3,1,60,24.6,24,22.8,21,5,5,2,1,65,19.5,18.2,20.8,19.5,2,1,1,5,45,4.95,9.45,6.3,9.45,4,1,4,2,55,9.9,6.05,8.8,7.7,C3
7,8,15,28.217,28.538,24.16155607,41.379276,43.397495,5.635790825,4.364,5.446810126,4,3,2,2,3,56,22.96,22.4,21.28,19.6,2,2,4,3,55,16.5,15.4,17.6,16.5,3,1,3,4,55,6.05,11.55,7.7,11.55,2,1,4,5,60,10.8,6.6,9.6,8.4,C4
7,8,15,30.311,28.676,24.08976138,44.424614,38.44207,5.354451537,3.98,11.93452299,1,5,3,3,1,52,21.32,20.8,19.76,18.2,1,5,2,2,50,15,14,16,15,4,1,4,1,50,5.5,10.5,7,10.5,3,5,5,5,90,16.2,9.9,14.4,12.6,C5
6,6.5,12.5,66.652,-1,24.05800402,54.209328,-2,8.972495198,4.676,9.159193039,3,2,4,4,2,60,24.6,24,22.8,21,4,2,5,4,75,22.5,21,24,22.5,2,2,2,3,45,4.95,9.45,6.3,9.45,5,2,3,1,55,9.9,6.05,8.8,7.7,C3
7,6,13,77.892,-1,24,34.94864,38.117233,8.5,5.355,5,3,1,1,2,1,32,13.12,12.8,12.16,11.2,3,4,2,4,65,19.5,18.2,20.8,19.5,5,4,4,4,85,9.35,17.85,11.9,17.85,5,3,4,3,75,13.5,8.25,12,10.5,C5
7,6,13,77.892,-1,24,34.94864,38.117233,8.5,5.355,5,1,5,2,1,1,40,16.4,16,15.2,14,5,5,3,2,75,22.5,21,24,22.5,1,2,5,5,65,7.15,13.65,9.1,13.65,4,5,2,1,60,10.8,6.6,9.6,8.4,C2
8,7,15,67.528,-1,24,37.285557,34.313904,5,4.391,11.5,3,2,1,2,3,44,18.04,17.6,16.72,15.4,2,2,5,1,50,15,14,16,15,4,5,2,4,75,8.25,15.75,10.5,15.75,3,3,4,4,70,12.6,7.7,11.2,9.8,C4
7.5,5.5,13,67.155,-1,24,32.882725,31.86799,4,4.579,9.5,1,5,2,4,1,52,21.32,20.8,19.76,18.2,3,4,4,4,75,22.5,21,24,22.5,5,3,4,2,70,7.7,14.7,9.8,14.7,2,2,5,4,65,11.7,7.15,10.4,9.1,C1
8,6,14,67.095,-1,24,-2,49.935528,8,4.586,9.5,4,5,4,3,1,68,27.88,27.2,25.84,23.8,2,5,4,4,75,22.5,21,24,22.5,3,4,3,2,60,6.6,12.6,8.4,12.6,3,1,5,1,50,9,5.5,8,7,C2
5,8,13,28.715,29.33,23.92617077,32.891994,34.693966,2.225226462,3.981,11.91964298,2,5,1,5,4,68,27.88,27.2,25.84,23.8,5,3,2,3,65,19.5,18.2,20.8,19.5,4,3,5,2,70,7.7,14.7,9.8,14.7,5,4,1,4,70,12.6,7.7,11.2,9.8,C1
